,age,gender,amount,fraud,es_transportation,es_health,es_hyper,es_food,es_wellnessandbeauty,es_fashion,es_hotelservices,es_sportsandtoys,es_barsandrestaurants,es_home,es_tech,es_contents,es_otherservices,es_travel,es_leisure
504265,3,M,32.84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101324,4,F,39.44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72749,1,F,20.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424644,1,F,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393838,5,F,45.58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6117,2,F,55.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319897,1,M,40.79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531609,2,F,12.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104399,6,F,5.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256624,1,F,15.51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77030,2,F,25.24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571191,3,F,50.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138236,4,F,37.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256289,3,F,38.84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476293,3,M,15.94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
542320,3,F,7.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564400,3,M,18.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541608,1,M,34.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79870,4,F,53.93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261015,4,F,53.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375607,4,F,13.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3097,3,F,4.28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90595,6,F,9.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584715,2,F,27.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14681,5,M,19.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391224,2,M,27.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184928,0,M,9.83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
459466,4,M,38.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64303,3,F,47.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510053,1,M,18.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441005,1,F,31.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34520,2,M,22.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
976,1,F,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548426,4,M,11.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589518,4,M,41.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497579,3,F,37.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67540,2,F,32.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169092,2,M,12.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284028,2,M,20.79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97490,4,F,34.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328195,5,F,17.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483382,4,F,15.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436110,3,M,20.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54157,3,M,35.74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502827,3,M,13.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144816,2,F,7.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343804,4,M,40.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378428,2,M,14.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548801,2,F,11.44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277014,4,F,14.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299486,4,M,15.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250367,6,F,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323545,3,M,13.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163105,4,F,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21384,2,F,41.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125061,1,F,5.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117284,3,F,29.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70471,2,M,40.26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347872,3,F,44.65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
263060,4,F,33.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279126,5,M,17.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504892,2,F,52.77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449167,6,M,24.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486847,2,F,3.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85441,3,F,33.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
494039,3,F,17.57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402610,2,M,16.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224686,3,M,19.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267796,4,M,17.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197116,2,M,57.74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152769,5,F,32.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298364,2,M,110.15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
589314,2,F,20.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16069,2,F,24.77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426800,2,F,50.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238684,4,M,11.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162146,1,M,4.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232461,3,F,37.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6950,3,M,59.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36434,2,M,30.24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
333474,4,M,30.64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402087,5,F,27.64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64599,3,F,63.98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
105578,3,M,12.34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
78256,1,M,33.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337867,1,F,27.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49383,3,F,133.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
126530,6,F,17.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423532,3,M,34.58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266198,2,M,143.16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
233900,4,F,17.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300033,4,F,23.57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249690,4,M,47.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540268,2,F,22.57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335033,3,M,36.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295124,1,M,13.79,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
310172,5,F,14.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542257,4,M,26.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589659,5,M,22.09,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
426028,2,F,1.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330425,2,F,33.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147176,2,M,2.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324402,4,F,57.78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81431,2,F,38.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180623,4,F,31.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123860,5,F,12.42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
526349,4,F,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438074,3,M,74.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126637,1,M,34.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330602,1,F,30.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235556,4,M,27.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384872,2,F,4.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511540,2,M,15.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434438,3,F,24.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208259,2,M,17.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259869,2,M,9.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115858,3,F,13.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523351,6,F,41.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41228,6,M,46.43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386875,4,F,56.93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56613,1,F,40.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421849,1,F,18.42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45617,2,F,6.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350122,2,F,25.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428837,6,M,100.22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15773,4,F,2.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125863,2,F,31.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576020,2,F,16.39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252426,3,F,54.68,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
215740,4,F,4.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358974,3,M,204.04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
451669,1,F,58.21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
588781,2,F,44.79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313014,3,F,31.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310228,2,F,22.46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270317,2,F,38.49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
330996,3,M,35.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581326,2,M,44.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136762,3,M,50.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349811,3,F,37.77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490668,3,F,10.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229461,1,F,56.81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110606,4,F,9.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284657,1,M,22.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560939,2,F,23.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543363,5,M,5.94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423507,2,M,50.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574826,3,M,1.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19916,3,M,2.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573788,2,M,16.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374290,3,F,19.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553426,4,F,1.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581454,6,F,32.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312436,4,M,5.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34263,2,M,10.88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35195,0,F,12.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93491,6,F,49.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305173,2,M,19.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142072,2,F,25.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125616,4,M,42.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552014,4,F,26.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130220,2,M,12.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313629,2,F,4.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504184,2,F,48.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471174,2,M,37.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298465,3,F,72.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442100,4,F,2.39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200423,2,F,36.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503963,2,M,25.72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390751,3,F,14.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54707,1,F,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185630,1,F,25.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26186,3,F,25.96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378027,5,F,58.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294326,3,F,10.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301353,3,M,14.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389842,1,M,20.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92071,1,F,14.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258582,2,F,39.88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296104,3,F,51.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354765,4,F,22.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378504,3,F,19.64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278799,2,F,10.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254894,3,M,30.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157970,5,F,26.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233584,1,F,10.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31657,2,F,22.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86385,4,M,58.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397920,3,F,24.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438501,1,F,30.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554342,4,F,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580228,2,F,27.74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10242,3,M,56.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98464,3,F,2.51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404499,6,M,18.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293930,2,F,55.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34532,3,M,8.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369060,3,M,192.74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
104445,5,F,6.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198362,3,M,21.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63311,2,M,34.96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454260,3,M,42.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303654,6,F,22.97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
156713,2,F,8.86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272997,2,M,33.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198924,2,M,32.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285037,3,F,12.88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348764,2,M,29.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339822,4,M,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580166,4,M,34.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555305,3,F,15.52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358142,5,M,34.24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82262,3,F,7.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551473,5,F,5.87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
570523,2,F,56.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463071,4,M,50.53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
217200,3,F,25.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121085,4,F,3.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278544,2,F,65.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
520695,6,M,13.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180388,2,F,1.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20694,2,F,47.81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
168823,4,F,34.84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23040,4,F,42.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107237,3,M,21.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498148,6,M,34.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26009,3,M,2.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309951,4,M,28.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359899,5,M,38.62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
306826,2,F,43.74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356131,2,F,2.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470927,3,F,28.79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499352,2,M,54.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389439,1,M,15.38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300303,4,M,1.0998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19104,3,F,5.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418496,2,F,51.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128400,3,M,68.87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10998,2,M,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571431,1,F,33.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570666,3,M,56.88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185017,3,F,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565125,3,M,20.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285443,3,F,56.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,2,F,43.78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561818,4,M,29.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184474,4,F,30.81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135571,2,M,18.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161041,3,M,41.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573166,1,M,12.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443010,4,M,59.81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
117048,2,F,15.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137024,2,M,20.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228303,2,F,66.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559457,2,M,26.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84133,2,F,36.44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569078,2,F,18.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126857,2,M,67.22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
249560,5,F,41.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593009,2,F,58.07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
450982,1,F,27.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137431,2,F,25.38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71299,2,F,38.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515047,1,U,26.28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27600,2,F,30.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68579,2,F,79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464871,3,F,90.58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
85050,2,F,33.78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339308,2,F,33.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268363,2,F,27.02,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
396714,5,F,30.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150015,2,F,10.08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
586149,4,F,47.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182366,3,M,34.93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
245093,4,M,24.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307510,2,F,42.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293361,1,F,15.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201134,2,M,67.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95407,2,M,21.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320485,2,F,20.26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401826,3,M,20.59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476353,4,M,48.41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92703,3,F,31.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440882,3,M,24.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484806,4,M,37.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323758,3,F,15.97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564251,1,F,51.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553556,4,M,44.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537881,4,M,45.42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340402,5,F,19.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291991,0,F,19.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527825,5,F,16.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135294,5,F,34.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545236,4,M,168.77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52264,5,M,20.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504769,2,F,37.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30106,3,M,16.39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389139,6,F,12.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419066,5,M,4.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282956,2,F,63.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256664,4,F,25.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474175,5,M,46.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118103,2,F,8.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106254,2,M,9.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248507,2,F,36.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23010,4,M,15.51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181356,3,M,35.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265835,2,F,59.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491521,5,F,33.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399592,1,F,42.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300989,3,F,65.59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
341185,3,F,72.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108875,4,F,35.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393695,4,M,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139411,4,F,15.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301697,2,M,27.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245246,5,M,49.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247729,2,M,20.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405629,5,F,20.27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30216,5,F,13.87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372433,3,M,51.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213605,2,M,39.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
